row,column,weight
"Cite_86_6: This article studies a non-Hermitian Su–Schrieffer–Heeger model which has periodically staggered Hermitian and non-Hermitian dimers. The changes in topological phases of the considered chiral symmetric model with respect to the introduced non-Hermiticity are studied where we find that the system supports only complex eigenspectra for all values of u ≠ 0 and it stabilizes only non-trivial insulating phase for higher loss-gain strength. Even if the system acts as a trivial insulator in the Hermitian limit, the increase in loss-gain strength induces phase transition to non-trivial insulating phase through a (gapless) semi-metallic phase. Interesting phenomenon is observed in the case where Hermitian system acts as a non-trivial insulator. In such a situation, the introduced non-Hermiticity neither leaves the non-trivial phase undisturbed nor induces switching to trivial phase. Rather, it shows transition from non-trivial insulating phase to the same where it is mediated by the stabilization of (non-trivial) semi-metallic phase. This unusual transition between the non-trivial insulating phases through non-trivial semi-metallic phase gives rise to a question regarding the topological states of the system under open boundary conditions. So, we analyze the possibility of stable edge states in these two non-trivial insulating phases and check the characteristic difference between them. In addition, we study the nature of topological states in the case of non-trivial gapless (semi-metallic) region.","Main_86:   The present work addresses the distinction between the topological properties
of PT symmetric and non-PT symmetric scenarios for the non-Hermitian
Su-Schrieffer-Heeger (SSH) model. The non-PT symmetric case is represented by
non-reciprocity in both the inter- and the intra-cell hopping amplitudes, while
the one with PT symmetry is modeled by a complex on-site staggered potential.
In particular, we study the loci of the exceptional points, the winding
numbers, band structures, and explore the breakdown of bulk-boundary
correspondence (BBC). We further study the interplay of the dimerization
strengths on the observables for these cases. The non-PT symmetric case denotes
a more familiar situation, where the winding number abruptly changes by a
half-integer through tuning of the non-reciprocity parameters, and demonstrates
a complete breakdown of BBC, thereby showing the non-Hermitian skin effect. The
topological nature of the PT symmetric case appears to follow closely to its
Hermitian analogue, except that it shows unbroken (broken) regions with complex
(purely real) energy spectra, while another variant of the winding number
exhibits a continuous behavior as a function of the strength of the potential,
while the conventional BBC is preserved.
",0.65
"Cite_86_7: We consider non-Hermitian tight-binding one-dimensional Hamiltonians and show that imposing a certain symmetry causes all eigenvalues to pair up and the corresponding eigenstates to coalesce in pairs. This Pairwise Coalescence (PC) is an enhanced version of an exceptional point -- the complete spectrum pairs up, not just one pair of eigenstates. The symmetry is that of reflection excluding the central two sites, and allowing flipping of non-reciprocal hoppings (``generalized off-center reflection symmetry''). Two simple examples of PC exist in the literature -- our construction encompasses these examples and extends them to a vast class of Hamiltonians. We study several families of such Hamiltonians, extend to cases of full-spectrum higher-order coalescences, and show how the PC point corresponds to amplified non-orthogonality of the eigenstates and enhanced loss of norm in time evolution.","Main_86:   The present work addresses the distinction between the topological properties
of PT symmetric and non-PT symmetric scenarios for the non-Hermitian
Su-Schrieffer-Heeger (SSH) model. The non-PT symmetric case is represented by
non-reciprocity in both the inter- and the intra-cell hopping amplitudes, while
the one with PT symmetry is modeled by a complex on-site staggered potential.
In particular, we study the loci of the exceptional points, the winding
numbers, band structures, and explore the breakdown of bulk-boundary
correspondence (BBC). We further study the interplay of the dimerization
strengths on the observables for these cases. The non-PT symmetric case denotes
a more familiar situation, where the winding number abruptly changes by a
half-integer through tuning of the non-reciprocity parameters, and demonstrates
a complete breakdown of BBC, thereby showing the non-Hermitian skin effect. The
topological nature of the PT symmetric case appears to follow closely to its
Hermitian analogue, except that it shows unbroken (broken) regions with complex
(purely real) energy spectra, while another variant of the winding number
exhibits a continuous behavior as a function of the strength of the potential,
while the conventional BBC is preserved.
",0.65
"Cite_86_8: The non-Hermitian systems exhibit extreme sensitivity to the boundary conditions. The change in the eigenspectrum with tuning boundary parameter is intimately connected to the non-Hermitian skin effect. The single-particle systems are affected by the boundary perturbations; however, the interplay of a random disorder potential and nonreciprocal hopping under boundary perturbations of an interacting many-body system is not yet clear. In this work, we examine the boundary sensitivity of a non-Hermitian interacting fermionic system in the presence of a random disorder potential. A nonzero boundary parameter results in real-complex spectral transitions with nonreciprocal (or unidirectional) hopping at weak disorder, while the many-body localization at strong disorder washes away real-complex transitions leading to dynamical stability and real eigenvalue spectrum. We show that the boundary-driven real-complex spectral transitions of the non-Hermitian chain are accompanied by the corresponding changes in the level statistics and nearest level-spacing distributions. The intriguing features of nonreciprocity and boundary sensitivity are further revealed using the averaged inverse participation ratios. Finally, we find distinct behavior in the quench dynamics of local particle density, population imbalance, and entanglement entropy of charge-density-wave ordered state that corroborate the real-complex and localization transitions. Our results provide a route to understanding disordered many-body systems under a generalized boundary.","Main_86:   The present work addresses the distinction between the topological properties
of PT symmetric and non-PT symmetric scenarios for the non-Hermitian
Su-Schrieffer-Heeger (SSH) model. The non-PT symmetric case is represented by
non-reciprocity in both the inter- and the intra-cell hopping amplitudes, while
the one with PT symmetry is modeled by a complex on-site staggered potential.
In particular, we study the loci of the exceptional points, the winding
numbers, band structures, and explore the breakdown of bulk-boundary
correspondence (BBC). We further study the interplay of the dimerization
strengths on the observables for these cases. The non-PT symmetric case denotes
a more familiar situation, where the winding number abruptly changes by a
half-integer through tuning of the non-reciprocity parameters, and demonstrates
a complete breakdown of BBC, thereby showing the non-Hermitian skin effect. The
topological nature of the PT symmetric case appears to follow closely to its
Hermitian analogue, except that it shows unbroken (broken) regions with complex
(purely real) energy spectra, while another variant of the winding number
exhibits a continuous behavior as a function of the strength of the potential,
while the conventional BBC is preserved.
",0.65
"Cite_86_9: In this paper, we study a non-Hermitian (NH) ladder subjected to a variety of driving protocols. The driven system looses chiral symmetry (CS), whose presence is indispensable for its topological characterization. Further, the bulk boundary correspondence (BBC) gets adversely affected due to the presence of the non-Hermitian skin effect (NHSE). Here, we present a formalism that retrieves the lost CS and subsequently restores the BBC via the construction of a generalized Brillouin zone (GBZ). Specifically, we employ delta and step drives to compare and contrast between them with regard to their impact on NHSE. Further, a widely studied harmonic drive is invoked in this context, not only for the sake of completeness, but its distinct computational framework offers valuable insights on the properties of out-of-equilibrium systems. While the delta and harmonic drives exhibit unidirectional skin effect in the system, the step drive may show a bidirectional skin effect. Also, there are specific points in the parameter space that are devoid of skin effect. These act as critical points that distinguish the skin modes to be localized at one boundary or the other. Moreover, for the computation of the non-Bloch invariants, we employ GBZ via a pair of symmetric time frames corresponding to the delta and step drives, while a high-frequency expansion was carried out to deal with the harmonic drive. Finally, we present phase boundary diagrams that demarcate distinct NH phases obtained via tracking the trajectories of the exceptional points. These diagrams demonstrate a coexistence of the zero and 𝜋 energy modes in the strong NH limit and thus may be relevant for studies of Floquet time crystals.","Main_86:   The present work addresses the distinction between the topological properties
of PT symmetric and non-PT symmetric scenarios for the non-Hermitian
Su-Schrieffer-Heeger (SSH) model. The non-PT symmetric case is represented by
non-reciprocity in both the inter- and the intra-cell hopping amplitudes, while
the one with PT symmetry is modeled by a complex on-site staggered potential.
In particular, we study the loci of the exceptional points, the winding
numbers, band structures, and explore the breakdown of bulk-boundary
correspondence (BBC). We further study the interplay of the dimerization
strengths on the observables for these cases. The non-PT symmetric case denotes
a more familiar situation, where the winding number abruptly changes by a
half-integer through tuning of the non-reciprocity parameters, and demonstrates
a complete breakdown of BBC, thereby showing the non-Hermitian skin effect. The
topological nature of the PT symmetric case appears to follow closely to its
Hermitian analogue, except that it shows unbroken (broken) regions with complex
(purely real) energy spectra, while another variant of the winding number
exhibits a continuous behavior as a function of the strength of the potential,
while the conventional BBC is preserved.
",0.65
"Cite_86_10: It is well-known that the standard bulk-boundary correspondence does not hold for non-Hermitian systems in which also new phenomena such as exceptional points do occur. Here we study by analytical and numerical means a paradigmatic one-dimensional non-Hermitian model with dimerization, asymmetric hopping, and imaginary staggered potentials. We present analytical solutions for the singular-value and the eigenspectrum of this model with both open and closed boundary conditions. We explicitly demonstrate that the proper bulk-boundary correspondence is between topological winding numbers in the periodic case and singular values, {it not eigenvalues}, in the open case. These protected singular values are connected to hidden edge modes which only become exact zero-energy eigenmodes in the semi-infinite chain limit. We also show that a non-trivial topology leads to protected eigenvalues in the entanglement spectrum. In the mathcal{PT}-symmetric case, we find that the model has a so far overlooked phase where exceptional points become dense in the thermodynamic limit.","Main_86:   The present work addresses the distinction between the topological properties
of PT symmetric and non-PT symmetric scenarios for the non-Hermitian
Su-Schrieffer-Heeger (SSH) model. The non-PT symmetric case is represented by
non-reciprocity in both the inter- and the intra-cell hopping amplitudes, while
the one with PT symmetry is modeled by a complex on-site staggered potential.
In particular, we study the loci of the exceptional points, the winding
numbers, band structures, and explore the breakdown of bulk-boundary
correspondence (BBC). We further study the interplay of the dimerization
strengths on the observables for these cases. The non-PT symmetric case denotes
a more familiar situation, where the winding number abruptly changes by a
half-integer through tuning of the non-reciprocity parameters, and demonstrates
a complete breakdown of BBC, thereby showing the non-Hermitian skin effect. The
topological nature of the PT symmetric case appears to follow closely to its
Hermitian analogue, except that it shows unbroken (broken) regions with complex
(purely real) energy spectra, while another variant of the winding number
exhibits a continuous behavior as a function of the strength of the potential,
while the conventional BBC is preserved.
",0.65
"Cite_86_11: A quench in a Su-Schrieffer-Heeger lattice across the topological boundary initialized with an edge state leads to transport across the chain. We consider such a quench in an effective model in which non-Hermitian components are embedded in an SSH lattice. We find that the transport arising as a result of quench is asymmetric in the sense that there is imbalance in reflection in transport from left and right and this imbalance switches from higher right reflection to higher left reflection as the configuration to which the system is quenched varies in parameter space. We discuss the switching as emergence from the underlying phenomenon of a partial reorganization of bulk states in terms of localization and energy, the intricacies of which depends upon the configuration of the system and the symmetries present.","Main_86:   The present work addresses the distinction between the topological properties
of PT symmetric and non-PT symmetric scenarios for the non-Hermitian
Su-Schrieffer-Heeger (SSH) model. The non-PT symmetric case is represented by
non-reciprocity in both the inter- and the intra-cell hopping amplitudes, while
the one with PT symmetry is modeled by a complex on-site staggered potential.
In particular, we study the loci of the exceptional points, the winding
numbers, band structures, and explore the breakdown of bulk-boundary
correspondence (BBC). We further study the interplay of the dimerization
strengths on the observables for these cases. The non-PT symmetric case denotes
a more familiar situation, where the winding number abruptly changes by a
half-integer through tuning of the non-reciprocity parameters, and demonstrates
a complete breakdown of BBC, thereby showing the non-Hermitian skin effect. The
topological nature of the PT symmetric case appears to follow closely to its
Hermitian analogue, except that it shows unbroken (broken) regions with complex
(purely real) energy spectra, while another variant of the winding number
exhibits a continuous behavior as a function of the strength of the potential,
while the conventional BBC is preserved.
",0.65
"Cite_86_12: The development of non-Hermitian (NH) physics in nonconservative systems has led to various interesting wave phenomena, including the emergence of the non-Hermitian skin effect (NHSE). NHSE is a topological effect caused by the nontrivial winding number of the energy spectrum, which results in many bulk eigenmodes localized on low-dimensional boundaries under open boundary conditions. Although this phenomenon is striking, the flexible and dynamic tuning of NHSE has not been reviewed in optics systems. As an ideal NH platform, an optical system can introduce artificially constructed gains and losses and flexibly design optical structures to control the transmission and regulation of light. This exploration based on NH optical systems deepens the understanding of NHSE and facilitates technological breakthroughs in high-energy directional localized optics applications. In this review, the focus is on the latest progress and applications of NHSE in NH optical systems, including the basic theory and local property modulation methods. Finally, possible future research directions for NHSE based on NH optical systems are discussed.","Main_86:   The present work addresses the distinction between the topological properties
of PT symmetric and non-PT symmetric scenarios for the non-Hermitian
Su-Schrieffer-Heeger (SSH) model. The non-PT symmetric case is represented by
non-reciprocity in both the inter- and the intra-cell hopping amplitudes, while
the one with PT symmetry is modeled by a complex on-site staggered potential.
In particular, we study the loci of the exceptional points, the winding
numbers, band structures, and explore the breakdown of bulk-boundary
correspondence (BBC). We further study the interplay of the dimerization
strengths on the observables for these cases. The non-PT symmetric case denotes
a more familiar situation, where the winding number abruptly changes by a
half-integer through tuning of the non-reciprocity parameters, and demonstrates
a complete breakdown of BBC, thereby showing the non-Hermitian skin effect. The
topological nature of the PT symmetric case appears to follow closely to its
Hermitian analogue, except that it shows unbroken (broken) regions with complex
(purely real) energy spectra, while another variant of the winding number
exhibits a continuous behavior as a function of the strength of the potential,
while the conventional BBC is preserved.
",0.65
"Cite_86_13: The coalescence of eigenstates is a unique phenomenon in non-Hermitian systems. Remarkably, it has been noticed in some non-Hermitian systems under open boundary conditions that the whole set of eigenstates can coalesce to only a few eigenstates. In the parameter space, the point at which such a coalescence of macroscopic eigenstates occurs is dubbed as an infernal point. In this Letter, based on the non-Bloch band theory and amoeba formulation, we establish the criteria for the presence of infernal points in one-dimensional and higher-dimensional open boundary non-Hermitian systems. In addition, we find an explanation for the extreme localization of the wave functions and unveil the mechanism for the coalescence of enormous eigenstates at the infernal points. Our work provides a general theory for infernal points in open boundary non-Hermitian systems in arbitrary dimensions, and hence paves the way to study the intriguing infernal points systematically.","Main_86:   The present work addresses the distinction between the topological properties
of PT symmetric and non-PT symmetric scenarios for the non-Hermitian
Su-Schrieffer-Heeger (SSH) model. The non-PT symmetric case is represented by
non-reciprocity in both the inter- and the intra-cell hopping amplitudes, while
the one with PT symmetry is modeled by a complex on-site staggered potential.
In particular, we study the loci of the exceptional points, the winding
numbers, band structures, and explore the breakdown of bulk-boundary
correspondence (BBC). We further study the interplay of the dimerization
strengths on the observables for these cases. The non-PT symmetric case denotes
a more familiar situation, where the winding number abruptly changes by a
half-integer through tuning of the non-reciprocity parameters, and demonstrates
a complete breakdown of BBC, thereby showing the non-Hermitian skin effect. The
topological nature of the PT symmetric case appears to follow closely to its
Hermitian analogue, except that it shows unbroken (broken) regions with complex
(purely real) energy spectra, while another variant of the winding number
exhibits a continuous behavior as a function of the strength of the potential,
while the conventional BBC is preserved.
",0.65
"Cite_88_1: We study several combinatorial properties of finite groups that are related to the notions of sequenceability, R-sequenceability, and harmonious sequences. In particular, we show that in every abelian group G with a unique involution imath_G there exists a permutation g_0, ldots, g_{m} of elements of G back such that the consecutive sums g_0+g_1, g_1+g_2,ldots, g_{m}+g_0 also form a permutation of elements of G backslash {imath_G}. We also show that in every abelian group of order at least 4 there exists a sequence containing each non-identity element of G exactly twice such that the consecutive sums also contain each non-identity element of G twice. We apply several results to the existence of transversals in Latin squares.","Main_88:   Given a sequence ${\bf g}: g_0,\ldots, g_{m}$, in a finite group $G$ with
$g_0=1_G$, let ${\bf \bar g}: \bar g_0,\ldots, \bar g_{m}$, be the sequence
defined by $\bar g_0=1_G$ and $\bar g_i=g_{i-1}^{-1}g_i$ for $1\leq i \leq m$.
We say that $G$ is doubly sequenceable if there exists a sequence ${\bf g}$ in
$G$ such that every element of $G$ appears exactly twice in each of ${\bf g}$
and ${\bf \bar g}$. If a group $G$ is abelian, odd, sequenceable,
R-sequenceable, or terraceable, then $G$ is doubly sequenceable. In this paper,
we show that if $N$ is an odd or sequenceable group and $H$ is an abelian
group, then $N \times H$ is doubly sequenceable.
",0.05
"Cite_89_1: The Matérn model has been a cornerstone of spatial statistics for more than half a century. More recently, the Matérn model has been exploited in disciplines as diverse as numerical analysis, approximation theory, computational statistics, machine learning, and probability theory. In this article, we take a Matérn-based journey across these disciplines. First, we reflect on the importance of the Matérn model for estimation and prediction in spatial statistics, establishing also connections to other disciplines in which the Matérn model has been influential. Then, we position the Matérn model within the literature on big data and scalable computation: the SPDE approach, the Vecchia likelihood approximation, and recent applications in Bayesian computation are all discussed. Finally, we review recent devlopments, including flexible alternatives to the Matérn model, whose performance we compare in terms of estimation, prediction, screening effect, computation, and Sobolev regularity properties.","Main_89:   A new numerical approximation method for a class of Gaussian random fields on
compact connected oriented Riemannian manifolds is introduced. This class of
random fields is characterized by the Laplace--Beltrami operator on the
manifold. A Galerkin approximation is combined with a polynomial approximation
using Chebyshev series. This so-called Galerkin--Chebyshev approximation scheme
yields efficient and generic sampling algorithms for Gaussian random fields on
manifolds. Strong and weak orders of convergence for the Galerkin approximation
and strong convergence orders for the Galerkin--Chebyshev approximation are
shown and confirmed through numerical experiments.
",0.35
"Cite_89_2: This paper tackles efficient methods for Bayesian inverse problems with priors based on Whittle–Matérn Gaussian random fields. The Whittle–Matérn prior is characterized by a mean function and a covariance operator that is taken as a negative power of an elliptic differential operator. This approach is flexible in that it can incorporate a wide range of prior information including nonstationary effects, but it is currently computationally advantageous only for integer values of the exponent. In this paper, we derive an efficient method for handling all admissible noninteger values of the exponent. The method first discretizes the covariance operator using finite elements and quadrature, and uses preconditioned Krylov subspace solvers for shifted linear systems to efficiently apply the resulting covariance matrix to a vector. This approach can be used for generating samples from the distribution in two different ways: by solving a stochastic partial differential equation, and by using a truncated Karhunen–Loève expansion. We show how to incorporate this prior representation into the infinite-dimensional Bayesian formulation, and show how to efficiently compute the maximum a posteriori estimate, and approximate the posterior variance. Although the focus of this paper is on Bayesian inverse problems, the techniques developed here are applicable to solving systems with fractional Laplacians and Gaussian random fields. Numerical experiments demonstrate the performance and scalability of the solvers and their applicability to model and real-data inverse problems in tomography and a time-dependent heat equation.","Main_89:   A new numerical approximation method for a class of Gaussian random fields on
compact connected oriented Riemannian manifolds is introduced. This class of
random fields is characterized by the Laplace--Beltrami operator on the
manifold. A Galerkin approximation is combined with a polynomial approximation
using Chebyshev series. This so-called Galerkin--Chebyshev approximation scheme
yields efficient and generic sampling algorithms for Gaussian random fields on
manifolds. Strong and weak orders of convergence for the Galerkin approximation
and strong convergence orders for the Galerkin--Chebyshev approximation are
shown and confirmed through numerical experiments.
",0.35
"Cite_89_3: We consider the numerical approximation of Gaussian random fields on closed surfaces defined as the solution to a fractional stochastic partial differential equation (SPDE) with additive white noise. The SPDE involves two parameters controlling the smoothness and the correlation length of the Gaussian random field. The proposed numerical method relies on the Balakrishnan integral representation of the solution and does not require the approximation of eigenpairs. Rather, it consists of a sinc quadrature coupled with a standard surface finite element method. We provide a complete error analysis of the method and illustrate its performances in several numerical experiments.","Main_89:   A new numerical approximation method for a class of Gaussian random fields on
compact connected oriented Riemannian manifolds is introduced. This class of
random fields is characterized by the Laplace--Beltrami operator on the
manifold. A Galerkin approximation is combined with a polynomial approximation
using Chebyshev series. This so-called Galerkin--Chebyshev approximation scheme
yields efficient and generic sampling algorithms for Gaussian random fields on
manifolds. Strong and weak orders of convergence for the Galerkin approximation
and strong convergence orders for the Galerkin--Chebyshev approximation are
shown and confirmed through numerical experiments.
",0.35
"Cite_89_4: Bayesian models based on Gaussian processes (GPs) offer a flexible framework to predict spatially distributed variables with uncertainty. But the use of nonstationary priors, often necessary for capturing complex spatial patterns, makes sampling from the predictive posterior distribution (PPD) computationally intractable. In this paper, we propose a two-step approach based on diffusion generative models (DGMs) to mimic PPDs associated with non-stationary GP priors: we replace the GP prior by a DGM surrogate, and leverage recent advances on training-free guidance algorithms for DGMs to sample from the desired posterior distribution. We apply our approach to a rich non-stationary GP prior from which exact posterior sampling is untractable and validate that the issuing distributions are close to their GP counterpart using several statistical metrics. We also demonstrate how one can fine-tune the trained DGMs to target specific parts of the GP prior. Finally we apply the proposed approach to solve inverse problems arising in environmental sciences, thus yielding state-of-the-art predictions.","Main_89:   A new numerical approximation method for a class of Gaussian random fields on
compact connected oriented Riemannian manifolds is introduced. This class of
random fields is characterized by the Laplace--Beltrami operator on the
manifold. A Galerkin approximation is combined with a polynomial approximation
using Chebyshev series. This so-called Galerkin--Chebyshev approximation scheme
yields efficient and generic sampling algorithms for Gaussian random fields on
manifolds. Strong and weak orders of convergence for the Galerkin approximation
and strong convergence orders for the Galerkin--Chebyshev approximation are
shown and confirmed through numerical experiments.
",0.35
"Cite_89_5: The stochastic heat equation on the sphere driven by additive Lévy random field is approximated by a spectral method in space and forward and backward Euler-Maruyama schemes in time, in analogy to the Wiener case. New regularity results are proven for the stochastic heat equation. The spectral approximation is based on a truncation of the series expansion with respect to the spherical harmonic functions. To do so, we restrict to square-integrable random field and optimal strong convergence rates for a given regularity of the initial condition and two different settings of regularity for the driving noise are derived for the Euler-Maruyama methods. Besides strong convergence, convergence of the expectation and second moment is shown. Weak rates for the spectral approximation are discussed. Numerical simulations confirm the theoretical results.","Main_89:   A new numerical approximation method for a class of Gaussian random fields on
compact connected oriented Riemannian manifolds is introduced. This class of
random fields is characterized by the Laplace--Beltrami operator on the
manifold. A Galerkin approximation is combined with a polynomial approximation
using Chebyshev series. This so-called Galerkin--Chebyshev approximation scheme
yields efficient and generic sampling algorithms for Gaussian random fields on
manifolds. Strong and weak orders of convergence for the Galerkin approximation
and strong convergence orders for the Galerkin--Chebyshev approximation are
shown and confirmed through numerical experiments.
",0.35
Cite_89_6:  flexible model for non-stationary Gaussian random fields on hypersurfaces is this http URL class of random fields on curves and surfaces is characterized by an amplitude spectral density of a second order elliptic differential this http URL is done by a Galerkin--Chebyshev approximation based on the surface finite element method and Chebyshev polynomials. Strong error bounds are shown with convergence rates depending on the smoothness of the approximated random field. Numerical experiments that confirm the convergence rates are presented.,"Main_89:   A new numerical approximation method for a class of Gaussian random fields on
compact connected oriented Riemannian manifolds is introduced. This class of
random fields is characterized by the Laplace--Beltrami operator on the
manifold. A Galerkin approximation is combined with a polynomial approximation
using Chebyshev series. This so-called Galerkin--Chebyshev approximation scheme
yields efficient and generic sampling algorithms for Gaussian random fields on
manifolds. Strong and weak orders of convergence for the Galerkin approximation
and strong convergence orders for the Galerkin--Chebyshev approximation are
shown and confirmed through numerical experiments.
",0.35
"Cite_89_7: The aim of this work is to propose a statistical model for spatio-temporal data on meshed surfaces based on the SPDE modeling approach. To do so, we consider a class of advection-diffusion SPDEs defined on smooth compact orientable closed Riemannian manifolds of dimension 2, and their discretization using a Galerkin approach. We show how this approach allows to easily propose scalable algorithms for the simulation and prediction of Gaussian random fields that are solutions to the discretized SPDE.","Main_89:   A new numerical approximation method for a class of Gaussian random fields on
compact connected oriented Riemannian manifolds is introduced. This class of
random fields is characterized by the Laplace--Beltrami operator on the
manifold. A Galerkin approximation is combined with a polynomial approximation
using Chebyshev series. This so-called Galerkin--Chebyshev approximation scheme
yields efficient and generic sampling algorithms for Gaussian random fields on
manifolds. Strong and weak orders of convergence for the Galerkin approximation
and strong convergence orders for the Galerkin--Chebyshev approximation are
shown and confirmed through numerical experiments.
",0.35
"Cite_90_1: Blockchain-based decentralized applications (DApps) promise trust and transparency as their execution can be verified publicly and do not rely on trusted third parties. To this end, DApps leverage smart contracts and immutable blockchain storage that allow all participants to verify their correct execution. This makes it possible to verify all DApp interactions and corresponding blockchain transactions, including past ones, and thus prevents subsequent manipulations without being noticed. Unlike traditional legal contracts and centralized web applications, a smart contract ensures that agreements must be executed as implemented, and invalid interactions will be rejected. In particular, there are no designated third parties or other intermediary instances that can violate a smart contract agreement without being explicitly permitted to do so by its implementation. Moreover, smart contracts will automatically execute agreements once their terms and conditions are met.","Main_90:   Modern computer systems tend to rely on large trusted computing bases (TCBs)
for operations. To address the TCB bloating problem, hardware vendors have
developed mechanisms to enable or facilitate the creation of a trusted
execution environment (TEE) in which critical software applications can execute
securely in an isolated environment. Even under the circumstance that a host OS
is compromised by an adversary, key security properties such as confidentiality
and integrity of the software inside the TEEs can be guaranteed. The promise of
integrity and security has driven developers to adopt it for use cases
involving access control, PKS, IoT among other things.
  Among these applications include blockchain-related use cases. The usage of
the TEEs doesn't come without its own implementation challenges and potential
pitfalls. In this paper, we examine the assumptions, security models, and
operational environments of the proposed TEE use cases of blockchain-based
applications. The exercise and analysis help the hardware TEE research
community to identify some open challenges and opportunities for research and
rethink the design of hardware TEEs in general.
",0.05
"Cite_92_1: Linear integrators are well known for their ability to counter static forces and improve low-frequency disturbance rejection properties in control systems. However, linear integrators introduce phase lag, which is a frequencydependent time shift or delay. Since the early introduction of the Clegg integrator, nonlinear integrators have held the promise of providing phase advantages over linear integrators when evaluated from the perspective of a describing function. This could potentially reduce delay and therefore provide the means to surpass linear design limitations; for example, overshoot and settling times can be reduced or even avoided. In addition, loop gains can be increased, which improves the low-frequency disturbance rejection properties. For five nonlinear integrato of recent developments in stage motion control. Benchmark examples are taken from the industrial practice of wafer scanners, which form the pivotal machines used in the manufacturing of computer chips.","Main_92:   According to the well-known loop shaping method for the design of
controllers, the performance of the controllers in terms of step response,
steady-state disturbance rejection and noise attenuation and robustness can be
improved by increasing the gain at lower frequencies and decreasing it at
higher frequencies and increasing the phase margin as much as possible.
However, the inherent properties of linear controllers, the Bode's phase-gain
relation, create a limitation. In theory, a complex-order transfer function can
break the Bode's gain-phase relation; however, such transfer function cannot be
directly implemented and should be approximated. This paper proposes a reset
element and a tuning method to approximate a Complex-Order Controller (CLOC)
and, through a simulation example, shows the benefits of using such a
controller.
",0.2
"Cite_92_2: This research focuses on the fractional complex order plant (FCOP). The significant contribution is the role of complex plant models in system stability and robustness and associated physical phenomena. A general transfer function is studied in the paper. Other plant models may be built with this structure since the FCOP is a general mathematical form covering integer order plant (IOP) and fractional order plant (FOP). Using the equations produced with the proposed technique and the recommended integer order proportional derivative (IOPD controller, physical changes in integer, fractional and complex coefficients, and orders are observed within this paper. Analysis of the plant controlled with an IOPD controller is done by applying an integrator to reveal the differences. The effects of the parameters are discussed together with the visuals, supported by simulations. The aim is to tune the controller parameters to achieve the phase and specifications as the researcher desired. It is observed that the integrator greatly takes part in reducing the steady-state error. The IOP with the integrator showed the lowest steady-state error, and also, the settling and overshoot time were enhanced. Increase in the phase margin also caused an increase in the phase crossover frequency. It is also observed that the fractional order affected the phase crossover frequency comparing with the IOP, and the complex order modification also had an effect comparing to the fractional order version. The complex order of the system is considered with its conjugate components in the imaginary part thus, the results are found separately for each case.","Main_92:   According to the well-known loop shaping method for the design of
controllers, the performance of the controllers in terms of step response,
steady-state disturbance rejection and noise attenuation and robustness can be
improved by increasing the gain at lower frequencies and decreasing it at
higher frequencies and increasing the phase margin as much as possible.
However, the inherent properties of linear controllers, the Bode's phase-gain
relation, create a limitation. In theory, a complex-order transfer function can
break the Bode's gain-phase relation; however, such transfer function cannot be
directly implemented and should be approximated. This paper proposes a reset
element and a tuning method to approximate a Complex-Order Controller (CLOC)
and, through a simulation example, shows the benefits of using such a
controller.
",0.2
"Cite_92_3: This study presents a shaped reset feedback control strategy to enhance the performance of precision motion systems. The approach utilizes a phase-lead compensator as a shaping filter to tune the phase of reset instants, thereby shaping the nonlinearity in the first-order reset control. {The design achieves either an increased phase margin while maintaining gain properties or improved gain without sacrificing phase margin, compared to reset control without the shaping filter.} Then, frequency-domain design procedures are provided for both Clegg Integrator (CI)-based and First-Order Reset Element (FORE)-based reset control systems. Finally, the effectiveness of the proposed strategy is demonstrated through two experimental case studies on a precision motion stage. In the first case, the shaped reset control leverages phase-lead benefits to achieve zero overshoot in the transient response. In the second case, the shaped reset control strategy enhances the gain advantages of the previous reset element, resulting in improved steady-state performance, including better tracking precision and disturbance rejection, while reducing overshoot for an improved transient response.","Main_92:   According to the well-known loop shaping method for the design of
controllers, the performance of the controllers in terms of step response,
steady-state disturbance rejection and noise attenuation and robustness can be
improved by increasing the gain at lower frequencies and decreasing it at
higher frequencies and increasing the phase margin as much as possible.
However, the inherent properties of linear controllers, the Bode's phase-gain
relation, create a limitation. In theory, a complex-order transfer function can
break the Bode's gain-phase relation; however, such transfer function cannot be
directly implemented and should be approximated. This paper proposes a reset
element and a tuning method to approximate a Complex-Order Controller (CLOC)
and, through a simulation example, shows the benefits of using such a
controller.
",0.2
"Cite_92_4: Fractional-order calculus has been widely employed in recent years in many areas of engineering. This however has been with real-valued orders; i.e. using the operator α in the frequency domain (s=jω) with α being a real number. Mathematically, the order of an integral/derivative is not restricted to real-value orders and can generally be a complex number. In this work, we derive the time-domain expression for the integral/derivative of the simple linear function f(t)=t and verify this expression experimentally using a Field Programmable Analog Array (FPAA) after employing a second-order approximation of the operator s±(α+jβ).","Main_92:   According to the well-known loop shaping method for the design of
controllers, the performance of the controllers in terms of step response,
steady-state disturbance rejection and noise attenuation and robustness can be
improved by increasing the gain at lower frequencies and decreasing it at
higher frequencies and increasing the phase margin as much as possible.
However, the inherent properties of linear controllers, the Bode's phase-gain
relation, create a limitation. In theory, a complex-order transfer function can
break the Bode's gain-phase relation; however, such transfer function cannot be
directly implemented and should be approximated. This paper proposes a reset
element and a tuning method to approximate a Complex-Order Controller (CLOC)
and, through a simulation example, shows the benefits of using such a
controller.
",0.2
